"subject" "activity" "measurement" "mean_of_means"
"3354" "24" "WALKING_UPSTAIRS" "fBodyAcc.mean...X" -0.395790553898305
"3355" "24" "WALKING_UPSTAIRS" "fBodyAcc.mean...Y" -0.252412541966102
"3356" "24" "WALKING_UPSTAIRS" "fBodyAcc.mean...Z" -0.312792211016949
"3357" "24" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...X" -0.515644617288136
"3358" "24" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Y" -0.527604243559322
"3359" "24" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Z" -0.48339098779661
"3360" "24" "WALKING_UPSTAIRS" "fBodyGyro.mean...X" -0.503188684915254
"3361" "24" "WALKING_UPSTAIRS" "fBodyGyro.mean...Y" -0.546620981186441
"3362" "24" "WALKING_UPSTAIRS" "fBodyGyro.mean...Z" -0.372182912033898
"3363" "24" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.322300989322034
"3364" "24" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.mean.." -0.429800778813559
"3365" "24" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.564664994745763
"3366" "24" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.64611467
"3367" "25" "LAYING" "tBodyAcc.mean...X" 0.250791828613699
"3368" "25" "LAYING" "tBodyAcc.mean...Y" -0.0188943663671233
"3369" "25" "LAYING" "tBodyAcc.mean...Z" -0.100428830260274
"3370" "25" "LAYING" "tGravityAcc.mean...X" -0.461102531369863
"3371" "25" "LAYING" "tGravityAcc.mean...Y" 0.620658919917808
"3372" "25" "LAYING" "tGravityAcc.mean...Z" 0.526353818315068
"3373" "25" "LAYING" "tBodyAccJerk.mean...X" 0.0879071687671233
"3374" "25" "LAYING" "tBodyAccJerk.mean...Y" 0.0284619311524658
"3375" "25" "LAYING" "tBodyAccJerk.mean...Z" -0.0307179435315068
"3376" "25" "LAYING" "tBodyGyro.mean...X" 0.00372723459589041
"3377" "25" "LAYING" "tBodyGyro.mean...Y" -0.0716401726150685
"3378" "25" "LAYING" "tBodyGyro.mean...Z" 0.139718671465753
"3379" "25" "LAYING" "tBodyGyroJerk.mean...X" -0.101646999342466
"3380" "25" "LAYING" "tBodyGyroJerk.mean...Y" -0.0426718870280822
"3381" "25" "LAYING" "tBodyGyroJerk.mean...Z" -0.0596922147205479
"3382" "25" "LAYING" "tBodyAccMag.mean.." -0.56047777609589
"3383" "25" "LAYING" "tGravityAccMag.mean.." -0.56047777609589
"3384" "25" "LAYING" "tBodyAccJerkMag.mean.." -0.962161355890411
"3385" "25" "LAYING" "tBodyGyroMag.mean.." -0.809688545342466
"3386" "25" "LAYING" "tBodyGyroJerkMag.mean.." -0.969783262465753
"3387" "25" "LAYING" "fBodyAcc.mean...X" -0.929147371232877
"3388" "25" "LAYING" "fBodyAcc.mean...Y" -0.78494581909589
"3389" "25" "LAYING" "fBodyAcc.mean...Z" -0.816197953561644
"3390" "25" "LAYING" "fBodyAccJerk.mean...X" -0.972859085753425
"3391" "25" "LAYING" "fBodyAccJerk.mean...Y" -0.946802003561644
"3392" "25" "LAYING" "fBodyAccJerk.mean...Z" -0.962632674520548
"3393" "25" "LAYING" "fBodyGyro.mean...X" -0.890517539315068
"3394" "25" "LAYING" "fBodyGyro.mean...Y" -0.946259639315069
"3395" "25" "LAYING" "fBodyGyro.mean...Z" -0.924536860547945
"3396" "25" "LAYING" "fBodyAccMag.mean.." -0.774481943616438
"3397" "25" "LAYING" "fBodyBodyAccJerkMag.mean.." -0.96008314739726
"3398" "25" "LAYING" "fBodyBodyGyroMag.mean.." -0.910126993561644
"3399" "25" "LAYING" "fBodyBodyGyroJerkMag.mean.." -0.96825160890411
"3400" "25" "SITTING" "tBodyAcc.mean...X" 0.278541482461538
"3401" "25" "SITTING" "tBodyAcc.mean...Y" -0.0147696808030769
"3402" "25" "SITTING" "tBodyAcc.mean...Z" -0.109160440476923
"3403" "25" "SITTING" "tGravityAcc.mean...X" 0.865686078153846
"3404" "25" "SITTING" "tGravityAcc.mean...Y" 0.208287142261538
"3405" "25" "SITTING" "tGravityAcc.mean...Z" 0.167140956385077
"3406" "25" "SITTING" "tBodyAccJerk.mean...X" 0.0752087009912308
"3407" "25" "SITTING" "tBodyAccJerk.mean...Y" 0.00485415893230769
"3408" "25" "SITTING" "tBodyAccJerk.mean...Z" 0.00210760835861538
"3409" "25" "SITTING" "tBodyGyro.mean...X" -0.0352052091230769
"3410" "25" "SITTING" "tBodyGyro.mean...Y" -0.0748002714615385
"3411" "25" "SITTING" "tBodyGyro.mean...Z" 0.0852783892769231
"3412" "25" "SITTING" "tBodyGyroJerk.mean...X" -0.0954801379692308
"3413" "25" "SITTING" "tBodyGyroJerk.mean...Y" -0.0391651423907692
"3414" "25" "SITTING" "tBodyGyroJerk.mean...Z" -0.0495595643230769
"3415" "25" "SITTING" "tBodyAccMag.mean.." -0.970409337076923
"3416" "25" "SITTING" "tGravityAccMag.mean.." -0.970409337076923
"3417" "25" "SITTING" "tBodyAccJerkMag.mean.." -0.989545142461538
"3418" "25" "SITTING" "tBodyGyroMag.mean.." -0.966568718615385
"3419" "25" "SITTING" "tBodyGyroJerkMag.mean.." -0.99286465
"3420" "25" "SITTING" "fBodyAcc.mean...X" -0.991405498153846
"3421" "25" "SITTING" "fBodyAcc.mean...Y" -0.959117259384615
"3422" "25" "SITTING" "fBodyAcc.mean...Z" -0.974776131230769
"3423" "25" "SITTING" "fBodyAccJerk.mean...X" -0.992478846153846
"3424" "25" "SITTING" "fBodyAccJerk.mean...Y" -0.982957002923077
"3425" "25" "SITTING" "fBodyAccJerk.mean...Z" -0.986326396461538
"3426" "25" "SITTING" "fBodyGyro.mean...X" -0.988002552461538
"3427" "25" "SITTING" "fBodyGyro.mean...Y" -0.983827801076923
"3428" "25" "SITTING" "fBodyGyro.mean...Z" -0.975805890153846
"3429" "25" "SITTING" "fBodyAccMag.mean.." -0.967017992615385
"3430" "25" "SITTING" "fBodyBodyAccJerkMag.mean.." -0.987941825538462
"3431" "25" "SITTING" "fBodyBodyGyroMag.mean.." -0.979350913692308
"3432" "25" "SITTING" "fBodyBodyGyroJerkMag.mean.." -0.991781701692308
"3433" "25" "STANDING" "tBodyAcc.mean...X" 0.278013701621622
"3434" "25" "STANDING" "tBodyAcc.mean...Y" -0.0163569730274324
"3435" "25" "STANDING" "tBodyAcc.mean...Z" -0.107352957594595
"3436" "25" "STANDING" "tGravityAcc.mean...X" 0.929794733108108
"3437" "25" "STANDING" "tGravityAcc.mean...Y" -0.159316786486486
"3438" "25" "STANDING" "tGravityAcc.mean...Z" 0.201182106486486
"3439" "25" "STANDING" "tBodyAccJerk.mean...X" 0.0752337295675676
"3440" "25" "STANDING" "tBodyAccJerk.mean...Y" 0.0066321397672973
"3441" "25" "STANDING" "tBodyAccJerk.mean...Z" -0.00622808791433784
"3442" "25" "STANDING" "tBodyGyro.mean...X" -0.0247946750959459
"3443" "25" "STANDING" "tBodyGyro.mean...Y" -0.0698876853378378
"3444" "25" "STANDING" "tBodyGyro.mean...Z" 0.0852685438243243
"3445" "25" "STANDING" "tBodyGyroJerk.mean...X" -0.100473697756757
"3446" "25" "STANDING" "tBodyGyroJerk.mean...Y" -0.0418294632148649
"3447" "25" "STANDING" "tBodyGyroJerk.mean...Z" -0.0556979055540541
"3448" "25" "STANDING" "tBodyAccMag.mean.." -0.972663592162162
"3449" "25" "STANDING" "tGravityAccMag.mean.." -0.972663592162162
"3450" "25" "STANDING" "tBodyAccJerkMag.mean.." -0.984647071216216
"3451" "25" "STANDING" "tBodyGyroMag.mean.." -0.967077442837838
"3452" "25" "STANDING" "tBodyGyroJerkMag.mean.." -0.985091991216216
"3453" "25" "STANDING" "fBodyAcc.mean...X" -0.990093202837838
"3454" "25" "STANDING" "fBodyAcc.mean...Y" -0.959846189054054
"3455" "25" "STANDING" "fBodyAcc.mean...Z" -0.974051231216216
"3456" "25" "STANDING" "fBodyAccJerk.mean...X" -0.988404654864865
"3457" "25" "STANDING" "fBodyAccJerk.mean...Y" -0.972554452972973
"3458" "25" "STANDING" "fBodyAccJerk.mean...Z" -0.984832251216216
"3459" "25" "STANDING" "fBodyGyro.mean...X" -0.96807852527027
"3460" "25" "STANDING" "fBodyGyro.mean...Y" -0.97839988527027
"3461" "25" "STANDING" "fBodyGyro.mean...Z" -0.970456862567568
"3462" "25" "STANDING" "fBodyAccMag.mean.." -0.972355393243243
"3463" "25" "STANDING" "fBodyBodyAccJerkMag.mean.." -0.982294170810811
"3464" "25" "STANDING" "fBodyBodyGyroMag.mean.." -0.968972499594595
"3465" "25" "STANDING" "fBodyBodyGyroJerkMag.mean.." -0.98401783027027
"3466" "25" "WALKING" "tBodyAcc.mean...X" 0.278992759054054
"3467" "25" "WALKING" "tBodyAcc.mean...Y" -0.0186477624716216
"3468" "25" "WALKING" "tBodyAcc.mean...Z" -0.108737636297297
"3469" "25" "WALKING" "tGravityAcc.mean...X" 0.937483114459459
"3470" "25" "WALKING" "tGravityAcc.mean...Y" -0.127315870743243
"3471" "25" "WALKING" "tGravityAcc.mean...Z" 0.188416273486486
"3472" "25" "WALKING" "tBodyAccJerk.mean...X" 0.0721720712281081
"3473" "25" "WALKING" "tBodyAccJerk.mean...Y" 0.00351115201418919
"3474" "25" "WALKING" "tBodyAccJerk.mean...Z" -0.00335098680675676
"3475" "25" "WALKING" "tBodyGyro.mean...X" -0.0156305378067568
"3476" "25" "WALKING" "tBodyGyro.mean...Y" -0.0820768065347297
"3477" "25" "WALKING" "tBodyGyro.mean...Z" 0.0867868736891892
"3478" "25" "WALKING" "tBodyGyroJerk.mean...X" -0.102377269321622
"3479" "25" "WALKING" "tBodyGyroJerk.mean...Y" -0.0398986518064865
"3480" "25" "WALKING" "tBodyGyroJerk.mean...Z" -0.0512696224225676
"3481" "25" "WALKING" "tBodyAccMag.mean.." -0.40528943
"3482" "25" "WALKING" "tGravityAccMag.mean.." -0.40528943
"3483" "25" "WALKING" "tBodyAccJerkMag.mean.." -0.538291424594595
"3484" "25" "WALKING" "tBodyGyroMag.mean.." -0.394362401351351
"3485" "25" "WALKING" "tBodyGyroJerkMag.mean.." -0.678466069054054
"3486" "25" "WALKING" "fBodyAcc.mean...X" -0.609038908918919
"3487" "25" "WALKING" "fBodyAcc.mean...Y" -0.251880271094595
"3488" "25" "WALKING" "fBodyAcc.mean...Z" -0.533563220540541
"3489" "25" "WALKING" "fBodyAccJerk.mean...X" -0.625595376891892
"3490" "25" "WALKING" "fBodyAccJerk.mean...Y" -0.43445519972973
"3491" "25" "WALKING" "fBodyAccJerk.mean...Z" -0.659286392837838
"3492" "25" "WALKING" "fBodyGyro.mean...X" -0.411909719594595
"3493" "25" "WALKING" "fBodyGyro.mean...Y" -0.678750350135135
"3494" "25" "WALKING" "fBodyGyro.mean...Z" -0.561322950945946
"3495" "25" "WALKING" "fBodyAccMag.mean.." -0.566060023108108
"3496" "25" "WALKING" "fBodyBodyAccJerkMag.mean.." -0.564591342162162
"3497" "25" "WALKING" "fBodyBodyGyroMag.mean.." -0.562733252702703
"3498" "25" "WALKING" "fBodyBodyGyroJerkMag.mean.." -0.770300895540541
"3499" "25" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...X" 0.291329666206897
"3500" "25" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Y" -0.0210170522987931
"3501" "25" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Z" -0.107192376965517
"3502" "25" "WALKING_DOWNSTAIRS" "tGravityAcc.mean...X" 0.929627532241379
"3503" "25" "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Y" -0.0724270175862069
"3504" "25" "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Z" 0.21879595837931
"3505" "25" "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...X" 0.110656929396552
"3506" "25" "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Y" -0.0195416626931035
"3507" "25" "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Z" -0.0113348791672414
"3508" "25" "WALKING_DOWNSTAIRS" "tBodyGyro.mean...X" 0.00299112856551724
"3509" "25" "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Y" -0.101115076366897
"3510" "25" "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Z" 0.0980750249310345
"3511" "25" "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...X" -0.127952445399655
"3512" "25" "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Y" -0.0415203345874138
"3513" "25" "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Z" -0.0642078122381035
"3514" "25" "WALKING_DOWNSTAIRS" "tBodyAccMag.mean.." -0.22010859462069
"3515" "25" "WALKING_DOWNSTAIRS" "tGravityAccMag.mean.." -0.22010859462069
"3516" "25" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." -0.50048333137931
"3517" "25" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.216082565601724
"3518" "25" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.mean.." -0.664713625172414
"3519" "25" "WALKING_DOWNSTAIRS" "fBodyAcc.mean...X" -0.372245192931034
"3520" "25" "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Y" -0.196381053741379
"3521" "25" "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Z" -0.556097089137931
"3522" "25" "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...X" -0.525789450689655
"3523" "25" "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Y" -0.415699643793103
"3524" "25" "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Z" -0.686843959310345
"3525" "25" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...X" -0.217799723931034
"3526" "25" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Y" -0.632916352241379
"3527" "25" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Z" -0.410311447586207
"3528" "25" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." -0.288154787517241
"3529" "25" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.mean.." -0.471642111551724
"3530" "25" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.485763582068966
"3531" "25" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.687034281206897
"3532" "25" "WALKING_UPSTAIRS" "tBodyAcc.mean...X" 0.277995411384615
"3533" "25" "WALKING_UPSTAIRS" "tBodyAcc.mean...Y" -0.0269863524264615
"3534" "25" "WALKING_UPSTAIRS" "tBodyAcc.mean...Z" -0.126210440292308
"3535" "25" "WALKING_UPSTAIRS" "tGravityAcc.mean...X" 0.927693239538462
"3536" "25" "WALKING_UPSTAIRS" "tGravityAcc.mean...Y" -0.217641282461538
"3537" "25" "WALKING_UPSTAIRS" "tGravityAcc.mean...Z" 0.108230986684615
"3538" "25" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...X" 0.0740041435707692
"3539" "25" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Y" 0.00925514041553846
"3540" "25" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Z" -0.0116906813498462
"3541" "25" "WALKING_UPSTAIRS" "tBodyGyro.mean...X" 0.0556121923307692
"3542" "25" "WALKING_UPSTAIRS" "tBodyGyro.mean...Y" -0.109437658104615
"3543" "25" "WALKING_UPSTAIRS" "tBodyGyro.mean...Z" 0.0996227385527692
"3544" "25" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...X" -0.126481161061538
"3545" "25" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Y" -0.0281452998369231
"3546" "25" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Z" -0.0540452217153846
"3547" "25" "WALKING_UPSTAIRS" "tBodyAccMag.mean.." -0.305772199076923
"3548" "25" "WALKING_UPSTAIRS" "tGravityAccMag.mean.." -0.305772199076923
"3549" "25" "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.679160843538462
"3550" "25" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.3186346998
"3551" "25" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.mean.." -0.777106026615385
"3552" "25" "WALKING_UPSTAIRS" "fBodyAcc.mean...X" -0.521649838769231
"3553" "25" "WALKING_UPSTAIRS" "fBodyAcc.mean...Y" -0.380150805384615
"3554" "25" "WALKING_UPSTAIRS" "fBodyAcc.mean...Z" -0.542931828
"3555" "25" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...X" -0.668208156461538
"3556" "25" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Y" -0.640849424923077
"3557" "25" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Z" -0.793266971230769
"3558" "25" "WALKING_UPSTAIRS" "fBodyGyro.mean...X" -0.476144998846154
"3559" "25" "WALKING_UPSTAIRS" "fBodyGyro.mean...Y" -0.618579913384615
"3560" "25" "WALKING_UPSTAIRS" "fBodyGyro.mean...Z" -0.575169715692308
"3561" "25" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.527907561538462
"3562" "25" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.mean.." -0.654795110615385
"3563" "25" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.567153469846154
"3564" "25" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.822403906
"3565" "26" "LAYING" "tBodyAcc.mean...X" 0.271645864540789
"3566" "26" "LAYING" "tBodyAcc.mean...Y" -0.0191895728026316
"3567" "26" "LAYING" "tBodyAcc.mean...Z" -0.105002540289474
"3568" "26" "LAYING" "tGravityAcc.mean...X" -0.621309715263158
"3569" "26" "LAYING" "tGravityAcc.mean...Y" 0.803015011578947
"3570" "26" "LAYING" "tGravityAcc.mean...Z" 0.614523405921053
"3571" "26" "LAYING" "tBodyAccJerk.mean...X" 0.0866502529210526
"3572" "26" "LAYING" "tBodyAccJerk.mean...Y" 0.0124420033513158
"3573" "26" "LAYING" "tBodyAccJerk.mean...Z" -0.00614755098663158
"3574" "26" "LAYING" "tBodyGyro.mean...X" -0.0170656239526316
"3575" "26" "LAYING" "tBodyGyro.mean...Y" -0.0903229228815789
"3576" "26" "LAYING" "tBodyGyro.mean...Z" 0.152436344328947
"3577" "26" "LAYING" "tBodyGyroJerk.mean...X" -0.100368640868421
"3578" "26" "LAYING" "tBodyGyroJerk.mean...Y" -0.0396682720394737
"3579" "26" "LAYING" "tBodyGyroJerk.mean...Z" -0.0711533355789474
"3580" "26" "LAYING" "tBodyAccMag.mean.." -0.976785042368421
"3581" "26" "LAYING" "tGravityAccMag.mean.." -0.976785042368421
"3582" "26" "LAYING" "tBodyAccJerkMag.mean.." -0.989970604210526
"3583" "26" "LAYING" "tBodyGyroMag.mean.." -0.951863594736842
"3584" "26" "LAYING" "tBodyGyroJerkMag.mean.." -0.99219798
"3585" "26" "LAYING" "fBodyAcc.mean...X" -0.973262289210526
"3586" "26" "LAYING" "fBodyAcc.mean...Y" -0.983664034342105
"3587" "26" "LAYING" "fBodyAcc.mean...Z" -0.984923123552632
"3588" "26" "LAYING" "fBodyAccJerk.mean...X" -0.989224043947368
"3589" "26" "LAYING" "fBodyAccJerk.mean...Y" -0.987115080789474
"3590" "26" "LAYING" "fBodyAccJerk.mean...Z" -0.987308252236842
"3591" "26" "LAYING" "fBodyGyro.mean...X" -0.988386324868421
"3592" "26" "LAYING" "fBodyGyro.mean...Y" -0.983127999342105
"3593" "26" "LAYING" "fBodyGyro.mean...Z" -0.970171219605263
"3594" "26" "LAYING" "fBodyAccMag.mean.." -0.969269114078947
"3595" "26" "LAYING" "fBodyBodyAccJerkMag.mean.." -0.989138184473684
"3596" "26" "LAYING" "fBodyBodyGyroMag.mean.." -0.974305179605263
"3597" "26" "LAYING" "fBodyBodyGyroJerkMag.mean.." -0.990430914078947
"3598" "26" "SITTING" "tBodyAcc.mean...X" 0.258243530166667
"3599" "26" "SITTING" "tBodyAcc.mean...Y" -0.00713364541358974
"3600" "26" "SITTING" "tBodyAcc.mean...Z" -0.0974448692333333
"3601" "26" "SITTING" "tGravityAcc.mean...X" 0.782955611794872
"3602" "26" "SITTING" "tGravityAcc.mean...Y" 0.223105562025641
"3603" "26" "SITTING" "tGravityAcc.mean...Z" 0.314387627435897
"3604" "26" "SITTING" "tBodyAccJerk.mean...X" 0.0764443226333333
"3605" "26" "SITTING" "tBodyAccJerk.mean...Y" 0.00692238958961538
"3606" "26" "SITTING" "tBodyAccJerk.mean...Z" -0.00780237981320513
"3607" "26" "SITTING" "tBodyGyro.mean...X" -0.0370217449628205
"3608" "26" "SITTING" "tBodyGyro.mean...Y" -0.0840648503320513
"3609" "26" "SITTING" "tBodyGyro.mean...Z" 0.0711109471666667
"3610" "26" "SITTING" "tBodyGyroJerk.mean...X" -0.095984817
"3611" "26" "SITTING" "tBodyGyroJerk.mean...Y" -0.0403070205666667
"3612" "26" "SITTING" "tBodyGyroJerk.mean...Z" -0.0487627204433077
"3613" "26" "SITTING" "tBodyAccMag.mean.." -0.953079994102564
"3614" "26" "SITTING" "tGravityAccMag.mean.." -0.953079994102564
"3615" "26" "SITTING" "tBodyAccJerkMag.mean.." -0.990898435769231
"3616" "26" "SITTING" "tBodyGyroMag.mean.." -0.954052945897436
"3617" "26" "SITTING" "tBodyGyroJerkMag.mean.." -0.994466446282051
"3618" "26" "SITTING" "fBodyAcc.mean...X" -0.982579546025641
"3619" "26" "SITTING" "fBodyAcc.mean...Y" -0.954299410641026
"3620" "26" "SITTING" "fBodyAcc.mean...Z" -0.967519149358974
"3621" "26" "SITTING" "fBodyAccJerk.mean...X" -0.992025427435897
"3622" "26" "SITTING" "fBodyAccJerk.mean...Y" -0.985862886410256
"3623" "26" "SITTING" "fBodyAccJerk.mean...Z" -0.987989982948718
"3624" "26" "SITTING" "fBodyGyro.mean...X" -0.990144882307692
"3625" "26" "SITTING" "fBodyGyro.mean...Y" -0.981740793333333
"3626" "26" "SITTING" "fBodyGyro.mean...Z" -0.970423693717949
"3627" "26" "SITTING" "fBodyAccMag.mean.." -0.952411043717949
"3628" "26" "SITTING" "fBodyBodyAccJerkMag.mean.." -0.989481942820513
"3629" "26" "SITTING" "fBodyBodyGyroMag.mean.." -0.97646387
"3630" "26" "SITTING" "fBodyBodyGyroJerkMag.mean.." -0.993985447564103
"3631" "26" "STANDING" "tBodyAcc.mean...X" 0.281127035405405
"3632" "26" "STANDING" "tBodyAcc.mean...Y" -0.0166608306652703
"3633" "26" "STANDING" "tBodyAcc.mean...Z" -0.110237796416216
"3634" "26" "STANDING" "tGravityAcc.mean...X" 0.965460891621622
"3635" "26" "STANDING" "tGravityAcc.mean...Y" -0.140315421824324
"3636" "26" "STANDING" "tGravityAcc.mean...Z" 0.0884142682297297
"3637" "26" "STANDING" "tBodyAccJerk.mean...X" 0.0753578207972973
"3638" "26" "STANDING" "tBodyAccJerk.mean...Y" 0.0081732226404054
"3639" "26" "STANDING" "tBodyAccJerk.mean...Z" -0.00219497782824324
"3640" "26" "STANDING" "tBodyGyro.mean...X" -0.0245345837959459
"3641" "26" "STANDING" "tBodyGyro.mean...Y" -0.0731385762635135
"3642" "26" "STANDING" "tBodyGyro.mean...Z" 0.0776706781351351
"3643" "26" "STANDING" "tBodyGyroJerk.mean...X" -0.100355997108108
"3644" "26" "STANDING" "tBodyGyroJerk.mean...Y" -0.0409011992972973
"3645" "26" "STANDING" "tBodyGyroJerk.mean...Z" -0.0532541948283784
"3646" "26" "STANDING" "tBodyAccMag.mean.." -0.968511694324324
"3647" "26" "STANDING" "tGravityAccMag.mean.." -0.968511694324324
"3648" "26" "STANDING" "tBodyAccJerkMag.mean.." -0.986985213648649
"3649" "26" "STANDING" "tBodyGyroMag.mean.." -0.968673955540541
"3650" "26" "STANDING" "tBodyGyroJerkMag.mean.." -0.98854482527027
"3651" "26" "STANDING" "fBodyAcc.mean...X" -0.991993372297297
"3652" "26" "STANDING" "fBodyAcc.mean...Y" -0.958402317837838
"3653" "26" "STANDING" "fBodyAcc.mean...Z" -0.97321515527027
"3654" "26" "STANDING" "fBodyAccJerk.mean...X" -0.990586982162162
"3655" "26" "STANDING" "fBodyAccJerk.mean...Y" -0.976267058648649
"3656" "26" "STANDING" "fBodyAccJerk.mean...Z" -0.984563921216216
"3657" "26" "STANDING" "fBodyGyro.mean...X" -0.969364268513514
"3658" "26" "STANDING" "fBodyGyro.mean...Y" -0.98388591027027
"3659" "26" "STANDING" "fBodyGyro.mean...Z" -0.974459323783784
"3660" "26" "STANDING" "fBodyAccMag.mean.." -0.970605250405405
"3661" "26" "STANDING" "fBodyBodyAccJerkMag.mean.." -0.98287688945946
"3662" "26" "STANDING" "fBodyBodyGyroMag.mean.." -0.972333108648649
"3663" "26" "STANDING" "fBodyBodyGyroJerkMag.mean.." -0.985762255540541
"3664" "26" "WALKING" "tBodyAcc.mean...X" 0.279264443728814
"3665" "26" "WALKING" "tBodyAcc.mean...Y" -0.0154259586949153
"3666" "26" "WALKING" "tBodyAcc.mean...Z" -0.108927011474576
"3667" "26" "WALKING" "tGravityAcc.mean...X" 0.960647754576271
"3668" "26" "WALKING" "tGravityAcc.mean...Y" -0.133922185084746
"3669" "26" "WALKING" "tGravityAcc.mean...Z" 0.108738699508475
"3670" "26" "WALKING" "tBodyAccJerk.mean...X" 0.0652303740728813
"3671" "26" "WALKING" "tBodyAccJerk.mean...Y" 0.0196712144372881
"3672" "26" "WALKING" "tBodyAccJerk.mean...Z" -0.00618305784355932
"3673" "26" "WALKING" "tBodyGyro.mean...X" -0.00334085938813559
"3674" "26" "WALKING" "tBodyGyro.mean...Y" -0.0841507651508475
"3675" "26" "WALKING" "tBodyGyro.mean...Z" 0.0851069247830508
"3676" "26" "WALKING" "tBodyGyroJerk.mean...X" -0.099411456038983
"3677" "26" "WALKING" "tBodyGyroJerk.mean...Y" -0.0456538283033898
"3678" "26" "WALKING" "tBodyGyroJerk.mean...Z" -0.0492240545355932
"3679" "26" "WALKING" "tBodyAccMag.mean.." -0.223399171830508
"3680" "26" "WALKING" "tGravityAccMag.mean.." -0.223399171830508
"3681" "26" "WALKING" "tBodyAccJerkMag.mean.." -0.290758024915254
"3682" "26" "WALKING" "tBodyGyroMag.mean.." -0.392092024067797
"3683" "26" "WALKING" "tBodyGyroJerkMag.mean.." -0.51239882559322
"3684" "26" "WALKING" "fBodyAcc.mean...X" -0.321959549661017
"3685" "26" "WALKING" "fBodyAcc.mean...Y" -0.146702156576271
"3686" "26" "WALKING" "fBodyAcc.mean...Z" -0.33953964559322
"3687" "26" "WALKING" "fBodyAccJerk.mean...X" -0.36422676440678
"3688" "26" "WALKING" "fBodyAccJerk.mean...Y" -0.298531982474576
"3689" "26" "WALKING" "fBodyAccJerk.mean...Z" -0.398673189830508
"3690" "26" "WALKING" "fBodyGyro.mean...X" -0.368112905762712
"3691" "26" "WALKING" "fBodyGyro.mean...Y" -0.56182776559322
"3692" "26" "WALKING" "fBodyGyro.mean...Z" -0.318516813050847
"3693" "26" "WALKING" "fBodyAccMag.mean.." -0.379836742711864
"3694" "26" "WALKING" "fBodyBodyAccJerkMag.mean.." -0.293358341186441
"3695" "26" "WALKING" "fBodyBodyGyroMag.mean.." -0.551927613050847
"3696" "26" "WALKING" "fBodyBodyGyroJerkMag.mean.." -0.619461036101695
"3697" "26" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...X" 0.2792845828
"3698" "26" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Y" -0.01262580966778
